PersonId,MetricDate,Collaboration_hours,Copilot_actions_taken_in_Teams,Meeting_and_call_hours,Internal_network_size,Email_hours,Channel_message_posts,Conflicting_meeting_hours,Large_and_long_meeting_hours,External_collaboration_hours,Active_connected_hours,Meetings,After_hours_collaboration_hours,Call_hours,Calls,Channel_message_hours,Chat_hours,Collaboration_span,Emails_read,Emails_sent,External_network_size,Meeting_and_call_hours_with_manager,Meeting_and_call_hours_with_manager_1_1,Meeting_and_call_hours_with_skip_level,Meeting_hours,Multitasking_hours,Network_outside_company,Network_outside_organisation,Time_with_leadership,Unscheduled_call_hours,Weekend_collaboration_hours,Copilot_actions_taken_in_Copilot_chat__work_,Copilot_actions_taken_in_Excel,Copilot_actions_taken_in_Outlook,Copilot_actions_taken_in_Powerpoint,Copilot_actions_taken_in_Word,Days_of_active_Copilot_chat__work__usage,Days_of_active_Copilot_usage_in_Excel,Days_of_active_Copilot_usage_in_Loop,Days_of_active_Copilot_usage_in_OneNote,Days_of_active_Copilot_usage_in_Outlook,Days_of_active_Copilot_usage_in_Powerpoint,Days_of_active_Copilot_usage_in_Teams,Days_of_active_Copilot_usage_in_Word,Total_Copilot_active_days,Total_Copilot_enabled_days,Barriers_to_Execution,Change_Adaptation,Collaboration,Communication_Flow,Continuous_Improvement,eSat,Initiative,Manager_Recommend,Resources,Speak_My_Mind,Wellbeing,Work_Life_Balance,Workload,Create_Excel_formula_actions_taken_using_Copilot,Create_presentation_actions_taken_using_Copilot,Generate_email_draft_actions_taken_using_Copilot_in_Outlook,Summarise_chat_actions_taken_using_Copilot_in_Teams,Summarise_email_thread_actions_taken_using_Copilot_in_Outlook,Summarise_meeting_actions_taken_using_Copilot_in_Teams,Summarise_presentation_actions_taken_using_Copilot_in_PowerPoint,Summarise_Word_document_actions_taken_using_Copilot_in_Word,FunctionType,SupervisorIndicator,Level,LevelDesignation,Month,Week_Number,Low_Value_Meeting_Ratio,After_Hours_Ratio,Multitasking_Rate,Employee_Experience_Score,Overload_Flag,High_Load_Low_Value,LevelDesignation_Encoded,Org_Finance,Org_Hr,Org_It,Org_Legal,Org_Nan,Org_Operations,Org_Research,Org_Sales
e7795498-5e04-4ae2-986a-c10678f689c2,2024-04-28,23.2629433748716,3,16.0475289033714,121,10.5701938551061,0.676130051829339,3.01380341671531,0.614996731141501,7.69021233955437,29.113101723673,21.0,5.27719202089365,4.03426703602588,23.2045106110534,0.118695741790382,12.7655725497715,34.0,967.0,37.0,33.0,5.42720289092718,0.55504374731103,0.298524173404733,26.7498413752011,2.60492483440524,0.194565412321601,2.23762901100349,4.03392241324675,1.98229416407525,0.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Consultant,Manager,Level1,Executive,2024-04,1,0.2261282824107855,0.22684971268915266,0.09738094510048872,2.6666666666666665,True,True,4.0,False,False,True,False,False,False,False,False
3f9ff040-81b3-4c22-8676-583fee246796,2024-04-28,23.2698250612444,3,16.9343730603051,112,7.79131390712755,0.903922421040953,2.37530320722027,0.0,8.18927670703666,26.3908298305698,19.0,8.43028335534804,8.89908374033743,44.2701190116629,0.130933382826639,5.30873855671351,32.0,760.0,36.0,36.0,10.6209046618429,0.119915851895869,9.41349863446202,37.5200980281935,0.881399802538396,8.44883582887832,4.88074164284121,1.46342420319258,1.98159437377968,0.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,6.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Specialist,Manager,Level3,Senior Ic,2024-04,1,0.14026519899860262,0.36228391632340073,0.023491404576717553,2.3333333333333335,True,True,2.0,False,False,False,False,False,False,True,False
03865c71-5518-45da-8938-ebddaeeb2cea,2024-04-28,24.6622778865112,6,17.9214493858803,113,9.63976119106633,0.598890898274106,3.29527772586889,0.345600461351063,10.8193683292909,27.6455333415085,17.0,10.1035697140619,8.8548268119855,40.6281138152631,0.02862927001818,2.50279032438432,37.0,992.0,41.0,40.0,16.546335389588,0.708814258763355,0.499995083249922,5.31690214121183,18.7512924659223,40.3172757729591,10.7865205490422,2.25543002755257,0.136195713806164,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,5.0,4.0,1.0,0.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,Manager,Manager,Level4,Junior Ic,2024-04,1,0.20315757441406923,0.40967706878316995,3.526732666486222,3.0,False,False,1.0,True,False,False,False,False,False,False,False
2e1a0ae9-4063-4148-9876-dc26d75ad4ab,2024-04-28,19.9904624324851,5,13.1370548214578,101,7.55359629301184,0.0,0.872643638199966,0.337417421692248,6.31136451043246,18.2535734836943,14.0,9.66093565338934,2.45044199620682,0.883211010447743,0.125784348398592,1.3231041857481,49.0,756.0,33.0,30.0,3.81043135997342,1.31435292606573,4.15399146752141,0.888130877989523,4.81420308607969,16.6654038039216,0.200388601362337,3.59844407388124,0.932413807672048,2.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,4.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,Consultant,Ic,Level1,Executive,2024-04,1,0.092110528298605,0.5833249577278398,5.420600955770937,2.6666666666666665,False,False,4.0,True,False,False,False,False,False,False,False
e5028abc-b7cf-4175-8e30-fc44b757bedf,2024-04-28,25.135568238127,2,17.2346772058752,139,9.72648161600483,0.221407034058669,2.0949710002793,0.570866189259556,9.27824059859125,27.692880558666,17.0,2.65262583455853,0.780377280518032,64.6473101232664,0.0643807069012353,2.86351137932156,44.0,947.0,46.0,45.0,2.13922169675838,0.416544299573274,1.04934872753522,8.6003638262394,9.66341763444576,12.747391896585,2.99539172571628,1.70448611240834,1.87516991694625,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,1.0,5.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Advisor,Manager,Level4,Junior Ic,2024-04,1,0.1546786840098222,0.10553275778085981,1.1236056787461737,2.6666666666666665,False,False,1.0,False,False,False,False,False,False,True,False
7c035889-5a93-4631-8ed1-5edfe3e3fb85,2024-04-28,11.0475224003738,3,7.94889424955126,46,5.75245745556326,0.802938995417462,2.2781930620463,0.0,3.6741801565068,14.5623862187112,12.0,4.81026903906653,1.95697831467308,20.9713483350679,0.22100003197544,0.692415186277431,33.0,574.0,26.0,18.0,1.45971641804578,0.447630959666432,1.87227988210877,10.1514399067934,0.67546670861175,13.8745544302399,13.2727873071981,0.303802946446922,0.274363462508519,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,Specialist,Manager,Level2,Senior Manager,2024-04,1,0.2866050283880568,0.5259341260869438,0.06653900479278058,3.0,False,False,3.0,False,False,False,False,False,False,True,False
b37a5ac6-a2da-4e72-8ff3-a45a950c1d06,2024-04-28,30.485824271869,4,23.4611313572074,175,11.920374004073,0.848160522056433,5.53952144249479,2.05760830875718,12.7073076196604,35.0624041398061,22.0,19.5680214219109,17.7645600688976,95.07732736853,0.205159071249904,1.61517590238683,31.0,1179.0,71.0,50.0,29.9872595502273,3.19501499107138,2.0360128443258,0.985688012182237,7.1540330349911,29.4769635262241,1.13985623047775,5.05194505262181,0.0511485579866361,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Manager,Manager,Level4,Junior Ic,2024-04,1,0.32381770663920206,0.6418728011880401,7.257908127697144,3.0,False,False,1.0,False,False,False,False,False,False,True,False
26cbacfc-8309-44a8-a78f-2775134fdf21,2024-04-28,33.5393087117065,4,26.4905953770417,207,12.5575320627898,0.0,4.4195933721735,1.49604837835256,16.6577573887337,37.9694725760475,21.0,28.8075283240009,24.0778088397053,30.3762636743459,0.125784348398592,9.15198614782008,22.0,1312.0,70.0,58.0,41.328345905125,2.2077355037564,0.43107775689798,22.4509827305655,18.3662155262709,8.57813361343218,48.3686711386073,0.125917121287755,4.35812856779575,0.0,5.0,0.0,1.0,0.0,1.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,Specialist,Manager,Level1,Executive,2024-04,1,0.2233110153368958,0.8589183686408531,0.8180584229511938,3.0,False,False,4.0,False,False,True,False,False,False,False,False
c276ad07-0570-487a-be6d-e244632e1025,2024-04-28,30.5331901019338,3,25.8732170738608,161,10.9258697298976,0.534314966584217,5.80306857577397,2.13944299979593,13.2900525266196,33.4959333852106,24.0,4.50034793875434,2.95256864074779,39.4456253923786,0.0456423619378435,0.590252665121633,22.0,1141.0,49.0,37.0,1.23349951643912,0.448624556793814,0.9272288462665,58.5734368794071,8.0028898687693,8.15741294261205,11.493519177229,0.633768281632691,0.263409022132843,0.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Specialist,Manager,Level4,Junior Ic,2024-04,1,0.306978121541525,0.14739199945142034,0.13663002028113716,2.6666666666666665,True,True,1.0,True,False,False,False,False,False,False,False
13974575-9040-4253-82a2-6c535e08ce10,2024-04-28,19.32823465075,6,13.6826026287284,96,6.56779510432852,0.0,2.90111651269879,0.0,5.53883379629131,19.4723374719408,16.0,3.42642969402442,8.07142071308684,40.8232646887905,0.125784348398592,13.5021095543798,46.0,644.0,24.0,24.0,17.701242252872,0.156022802215523,0.281140772415342,15.4567899701468,1.54849904275011,21.9639774395127,10.005483997346,12.2947585327946,0.167663106771343,0.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,Technician,Manager,Level4,Junior Ic,2024-04,1,0.21202958175570483,0.1772758741777518,0.10018244705018807,2.6666666666666665,False,False,1.0,False,False,True,False,False,False,False,False
41f43859-1e4a-4e03-b7f4-e6b2a7056e19,2024-04-28,25.529238387805,10,18.2612847626116,145,9.17538100031745,0.0,3.42047728882923,2.38485965353122,10.4334016236406,19.2892851841099,15.0,2.99328489674179,1.00249159603233,20.4741363542729,0.125784348398592,2.65538431692139,31.0,860.0,47.0,32.0,13.5861250629443,0.355046783275513,0.793460065330516,42.9369579395825,2.37383373960989,0.0529159906555389,1.9295787190548,9.66774241785999,0.572499929391143,0.0,5.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,4.0,3.0,0.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,5.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,Specialist,Manager,Level4,Junior Ic,2024-04,1,0.31790408056318004,0.11724928300922777,0.055286491021328564,3.3333333333333335,True,False,1.0,False,False,False,True,False,False,False,False
9bc57609-9543-4bfe-9195-1de1f30067af,2024-04-28,18.7463666532271,6,11.9965593379425,94,6.93978498920326,1.72514364948893,0.596723668751069,1.41113109057234,5.32709300374853,19.513120089998,18.0,2.25742967609217,8.29479735218263,40.5353358375186,0.253044540932646,2.96814993563085,29.0,684.0,43.0,29.0,0.463509245468742,0.454513472008014,0.675017095330548,4.20694859520284,0.530272157426849,4.3286206995343,5.90757879717106,1.24746984042554,1.83839885598782,0.0,5.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,Manager,Manager,Level3,Senior Ic,2024-04,1,0.1673692183535493,0.12041958411730755,0.1260467403931475,3.0,False,False,2.0,True,False,False,False,False,False,False,False
3c51240d-4be2-49ea-86a5-df8df8e65475,2024-04-28,19.2449278963647,9,12.048883646343,89,9.10528935875218,1.77980193681197,2.65606277716915,0.0700550794596942,7.96858878606836,22.0629872645743,14.0,10.7402681840548,4.80752089810235,18.8700704174025,0.245307420995925,1.06491232676077,40.0,842.0,52.0,23.0,5.46540794396596,0.65293622943209,3.58755005882925,1.5921235251428,0.50867015682853,13.1602253342352,11.7503818934007,0.467109342937764,0.999445139634567,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,Advisor,Manager,Level4,Junior Ic,2024-04,1,0.2262548080507241,0.5580830565794741,0.3194916404384557,3.3333333333333335,False,False,1.0,False,False,False,False,False,False,True,False
3d39e8c2-4e33-415f-a4b0-291de670ebde,2024-04-28,28.0634257494185,5,20.461105727967,146,10.1142671934355,2.52494298357645,3.45069285923923,2.76567920889694,11.9432478662322,23.9373224345558,13.0,15.8697812845262,30.0662387950055,12.376303536199,1.47198287251433,5.35610679280078,31.0,999.0,53.0,40.0,0.144787960519028,1.43671789820954,0.145957172110577,16.2529186429153,1.07596048895526,9.00798679030566,9.35098105455105,2.48362630416691,0.477739564764438,1.0,3.0,0.0,2.0,0.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Technician,Manager,Level4,Junior Ic,2024-04,1,0.30381408271789545,0.6011305047059607,0.0662010628733612,3.0,False,False,1.0,False,False,False,False,False,False,False,True
26e71fb7-a72d-4efd-aefd-6fd123d06f48,2024-04-28,23.7538959066298,5,17.6232973843965,112,8.65091870552779,1.02781488165945,2.46186624237843,1.81550864577164,10.7588659276927,25.1866803893807,13.0,1.68811515872126,5.84927003021417,37.8772733463003,0.0110814935039599,0.639359098448147,34.0,829.0,54.0,34.0,7.38934621219392,1.78039048329608,1.06219779160231,10.4016402258509,3.38848530407216,18.2178381962364,6.67232963486243,0.510946407759832,0.214450699831858,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Advisor,Ic,Level1,Executive,2024-04,1,0.24271138339509704,0.11316523273855877,0.32576451698943154,3.0,False,False,4.0,False,True,False,False,False,False,False,False
